filename,width,height,mode,label
Tomato__bacterial_spot/ba30a8ef-d2b9-4c5a-8433-d52e0cdfa6fe___GCREC_Bact.Sp 3202.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/ba6c74fb-f6d1-4561-9b3b-30292b940691___GCREC_Bact.Sp 5657.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/b7b5399c-fbd6-4435-8523-80e9166f1d6a___GCREC_Bact.Sp 6001.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/bdb7245f-e54f-42d9-a60a-3122ee72a398___GCREC_Bact.Sp 3815.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/beed8d22-757d-44fb-b53f-2aa274ef676b___GCREC_Bact.Sp 3749.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/bf5a66b5-5d94-4bd1-a01a-a789ff7a516e___GCREC_Bact.Sp 3389.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/bced2a31-d2e8-4dff-9cae-05646085abe5___GCREC_Bact.Sp 5710.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/bea776af-8c63-4376-a7f2-7cbd0e15e743___GCREC_Bact.Sp 3631.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/bfe43257-51c4-40c9-8989-a193b19ee2ed___GCREC_Bact.Sp 6111.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/bc87927b-7858-4d02-ada3-d8dc075bd82b___UF.GRC_BS_Lab Leaf 9048.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/be485aa1-5ab6-45d4-931c-e9d90a7b5488___GCREC_Bact.Sp 3455.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/bd510221-f461-40d9-a959-1ca05a478fd6___GCREC_Bact.Sp 3331.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/bcd94233-e103-4604-8c04-67177af3c7e0___GCREC_Bact.Sp 6233.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/bc7d9e9e-f2d3-4693-a574-d9486f43b0da___GCREC_Bact.Sp 3593.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/bcffc5ba-6602-455f-a84c-eb0ad85672bc___UF.GRC_BS_Lab Leaf 0373.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/bea52a18-00de-4080-b460-4cf34c3c8688___GCREC_Bact.Sp 3499.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/bf962eca-a579-4f9d-aab4-7406179290b9___GCREC_Bact.Sp 6283.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/bff7702d-fae9-4865-8256-c82a7bbcdeb1___GCREC_Bact.Sp 3750.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/bc54f201-4a3b-446f-af60-ea26285893c8___UF.GRC_BS_Lab Leaf 8951.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/befc4ca2-a878-4f85-b983-c1506a4a1a69___GCREC_Bact.Sp 5883.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/bf25e8b0-1397-4fe7-ab01-655c01abdcfb___GCREC_Bact.Sp 3261.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/be344c1c-8799-4065-bd7a-d94dd7873520___GCREC_Bact.Sp 6214.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/bfd9caac-aa4c-4be2-91be-23f2ee32da9f___GCREC_Bact.Sp 5776.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/bc185bd9-5335-4fd5-b426-8c30b56feda3___UF.GRC_BS_Lab Leaf 8782.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/bd7ff95f-02e5-491a-8bf9-5f2ac2277e7c___UF.GRC_BS_Lab Leaf 0932.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/be4dd24b-c2d2-4e6b-bb77-f5d6866ede96___GCREC_Bact.Sp 3123.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/be5c54f2-f81d-4365-ac23-6a1c4ce3c8d8___GCREC_Bact.Sp 3611.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/bcb2dd59-8278-4bc7-9a7c-0fbc599adbab___UF.GRC_BS_Lab Leaf 8961.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/bcc50c85-c7d1-4da7-a121-e15d028aef69___UF.GRC_BS_Lab Leaf 0295.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/bd214fe7-7ed1-428e-ac09-c3ee84a9ba24___GCREC_Bact.Sp 5699.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/bf0ce672-d1b8-49a7-a41e-5026715930e9___GCREC_Bact.Sp 6040.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/bd5b5a19-a9b0-4572-9920-8ed728c15804___GCREC_Bact.Sp 3653.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/bd968a32-63e8-4f39-a379-c2e469622250___GCREC_Bact.Sp 3496.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c3611ed0-7bb3-47cd-bfac-86cd6f44b5ef___UF.GRC_BS_Lab Leaf 0979.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c0f90bbb-d9ac-4ed6-9e3c-296c17ce42a2___GCREC_Bact.Sp 3808.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c2c50222-cc7c-4fb5-968a-d83f6ad8853e___GCREC_Bact.Sp 3630.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c37d3b8a-fecc-488a-ab78-c00f5240283c___GCREC_Bact.Sp 3343.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c2d782db-6a77-4ab8-bd0a-c0ca6c2bec7e___GCREC_Bact.Sp 3263.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c2a9f434-879d-49f4-9491-0b5a970e43b5___GCREC_Bact.Sp 5934.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c3d68df9-2312-4b85-8d14-47b06fe5d0d8___UF.GRC_BS_Lab Leaf 0374.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c32b4ac0-1b2c-4f26-9cb7-ba400bc2614e___GCREC_Bact.Sp 3385.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c09afee4-a828-477f-af2c-00b11804364f___GCREC_Bact.Sp 6006.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c0e3fc41-4d61-4a2d-a1e0-f5d658803182___GCREC_Bact.Sp 5975.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c259d96b-d81c-4c2d-8885-8bef1e38dd24___GCREC_Bact.Sp 3283.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c068927f-d34d-4fcf-b356-0d60f0a5e77c___GCREC_Bact.Sp 3031.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c23fe2f1-4b93-4e4e-b55e-215b4a922e5d___GCREC_Bact.Sp 5779.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c0937468-f1fc-4c71-b0e9-f7ab93d28650___GCREC_Bact.Sp 3469.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c0f88ca7-95b4-453f-be96-b6b02cfe8449___UF.GRC_BS_Lab Leaf 0959.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c2edceac-615e-499f-ba58-5e2c4d21597f___GCREC_Bact.Sp 5794.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c1ca97a3-0701-4d1b-ab77-0a1d018d7886___GCREC_Bact.Sp 5609.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c0b98fdd-b9b8-453f-8de3-4aeec4299f8c___GCREC_Bact.Sp 6086.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c0a49d4f-501c-4a5f-a7cd-6164d1bddb45___GCREC_Bact.Sp 6157.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c07fc97b-6fd7-4e55-a6e4-698184dbc5b8___GCREC_Bact.Sp 5686.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c04f4774-dbfd-4ab0-98fd-437759b1b7f7___UF.GRC_BS_Lab Leaf 9114.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c10643e1-3d5a-40f6-9357-57aadd3d6721___GCREC_Bact.Sp 3727.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c3ac7b7a-a626-4004-ae2b-58720f38f027___GCREC_Bact.Sp 6299.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c1b331bd-edf3-4623-bf39-01c3c4fe6105___UF.GRC_BS_Lab Leaf 9299.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c1d96cfa-8e15-4f99-a142-f908514baabb___GCREC_Bact.Sp 6096.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c1cede9c-e0fe-429e-a62a-31f075b1fe28___GCREC_Bact.Sp 3746.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c1968e07-0f5b-4187-b718-868f1c24228d___GCREC_Bact.Sp 3639.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c54f03c5-9eef-4036-bff3-49b3a3867b88___UF.GRC_BS_Lab Leaf 9279.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c46481e2-7875-41e4-95c1-9b75619f2f28___GCREC_Bact.Sp 6356.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c5133ab4-1715-4658-970e-e0e4ad42e10e___GCREC_Bact.Sp 3308.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c4b6fcb3-faa3-40ce-b3de-9687301e20c6___GCREC_Bact.Sp 6261.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c7281266-81e4-4ef3-a601-7662898fe565___GCREC_Bact.Sp 3148.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c3f278c8-3bf4-4837-91f1-2723a99a22d8___GCREC_Bact.Sp 6359.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c50367a9-b3f6-46aa-91ab-9ff18c6a5ab5___GCREC_Bact.Sp 5939.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c61c9a75-61bb-4f14-b5a5-501c6ca5bccc___GCREC_Bact.Sp 3795.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c6492dd1-0d2e-4d57-85cc-3544734a8125___UF.GRC_BS_Lab Leaf 8646.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c69ce12c-9c20-4313-9726-bd09f537392b___GCREC_Bact.Sp 3840.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c5211a23-cfcd-4a83-9f1f-9b02d9341fc5___GCREC_Bact.Sp 3578.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c7064790-d35b-47d7-9da4-32819aa1c6c3___GCREC_Bact.Sp 6244.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c3fbdba4-a285-463b-a3fd-26d0d4a4d936___GCREC_Bact.Sp 3677.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c532396b-5641-4fd3-8c91-a0af394b8b93___GCREC_Bact.Sp 6169.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c6581fb4-670c-4a11-94b2-1c9b51d8dda8___GCREC_Bact.Sp 3181.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c41baf9d-cf9e-4acb-a7a8-bb0c7e201621___GCREC_Bact.Sp 3492.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c42bf2e8-ccff-4c88-aa15-8f64e2577173___UF.GRC_BS_Lab Leaf 9073.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c642f72d-3f7b-4e1d-b69b-44355f22a672___GCREC_Bact.Sp 5709.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c6b57820-5c54-4ee1-841c-07222804c1b7___GCREC_Bact.Sp 6383.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c6eee071-b1e6-4237-9a0a-8f49e4665dc4___GCREC_Bact.Sp 3185.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c742e379-a56a-44b5-96d0-1918dd2cb2c9___GCREC_Bact.Sp 3182.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c5dfdd89-196c-464d-9ccb-33e1d500ce11___GCREC_Bact.Sp 5773.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c53b64d9-37ef-4269-b809-00e59c2a033f___GCREC_Bact.Sp 3337.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c693b071-ccf9-40e9-97f9-341c2da3c5b1___GCREC_Bact.Sp 3751.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c515ab18-07a3-4bdd-a5b6-140d65a185c4___GCREC_Bact.Sp 5674.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c5119850-2956-4fc2-a612-0ce626fe3f99___GCREC_Bact.Sp 3637.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c6802f8a-d9c0-47ea-bd12-cd51b3bd9ef2___GCREC_Bact.Sp 3058.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c4d2f661-56fd-4c84-9a51-03e4f806f085___UF.GRC_BS_Lab Leaf 0684.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c4bc02dc-f1bd-43a5-8236-02f6faa88ab8___GCREC_Bact.Sp 3298.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/ca9d4e23-cd51-4912-b08e-0507546755b1___UF.GRC_BS_Lab Leaf 8802.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c9a8b799-6159-415d-a82d-8aeb4db76d87___GCREC_Bact.Sp 3701.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c8bfa39f-b92f-4c10-98e6-ff3600445c24___UF.GRC_BS_Lab Leaf 8759.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c7b8365c-bb15-4afb-84e2-6b85f0f9cef5___GCREC_Bact.Sp 6245.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c9c0a326-c094-4cea-94cb-bc240bb3be23___GCREC_Bact.Sp 3652.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c9270cd9-e0ec-4aee-9411-a7977c2b9af8___GCREC_Bact.Sp 3706.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c912cdc9-37c4-4593-a334-4a5d3a02c2e4___GCREC_Bact.Sp 3063.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c8393f84-d1e1-4165-ae4e-eaa196db9523___GCREC_Bact.Sp 3404.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c8460f59-b097-4d67-9832-1db6e2334459___UF.GRC_BS_Lab Leaf 0360.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c838ca76-4670-44ef-b936-2eb00e249f52___GCREC_Bact.Sp 6370.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c9f48a07-6bc4-4a62-a817-3b99a64160cc___UF.GRC_BS_Lab Leaf 1208.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c790128f-5406-4ffa-a545-80e818e1ceaf___GCREC_Bact.Sp 3648.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c95ec538-9ce6-4ed7-9ba8-224debe0ee64___UF.GRC_BS_Lab Leaf 0891.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c7fe1136-0450-42aa-801c-9485ba40cfc7___UF.GRC_BS_Lab Leaf 0376.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c8915550-70f9-43d9-b747-e7a70bec5d3f___GCREC_Bact.Sp 3009.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c882b8ca-8b93-44c2-812b-48e811268cc4___GCREC_Bact.Sp 3797.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c787ded5-7722-4419-a5d9-8f4404f68ee4___GCREC_Bact.Sp 3800.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/cae55521-635e-4d8d-b67c-f178ba3f237a___GCREC_Bact.Sp 5904.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c977dd39-0fe7-4370-a7db-58c62b386f22___GCREC_Bact.Sp 6089.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c772de4c-5514-4b6f-b136-bf73532c7332___GCREC_Bact.Sp 3571.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c9251133-b2c8-4227-9c29-f14857e83be1___GCREC_Bact.Sp 5692.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c996e455-465d-48da-acfc-00bf283cb1fa___GCREC_Bact.Sp 5637.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c7a106eb-2d95-4a8d-b9de-4055d6a0a0a2___GCREC_Bact.Sp 3096.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c89a5319-7f76-4e6e-ad4e-808a4af55891___GCREC_Bact.Sp 3210.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c8992021-b57f-49e9-a2cf-336f6172ca29___GCREC_Bact.Sp 3079.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c809df76-1ae4-4543-9a2e-ed079ae737df___UF.GRC_BS_Lab Leaf 9231.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c7fc1301-46d2-4474-8814-b3c29a719b57___GCREC_Bact.Sp 6241.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c8875e15-728e-4c47-829f-c194fee60ae5___GCREC_Bact.Sp 3296.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/c92d6418-adbe-430d-9dcd-bf432490abf5___GCREC_Bact.Sp 3233.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/ccf403ce-5219-4735-a7c3-709d3fc6590b___GCREC_Bact.Sp 3301.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/ccfd719f-6e00-491f-8c6e-c91bccb4550a___GCREC_Bact.Sp 3730.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/cb70e79d-a282-448e-a300-7f880a08cd70___GCREC_Bact.Sp 6332.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/cdd9e76e-72f7-4fa7-93ed-d727691f7c80___UF.GRC_BS_Lab Leaf 1072.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/cb7d65bc-ae67-4686-94ce-f3fdcfc53149___UF.GRC_BS_Lab Leaf 8738.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/cd12526b-4a85-4329-95b0-63ed38fe9cc0___GCREC_Bact.Sp 5746.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/cb4644f6-9f79-4cad-96e8-08da62d43550___GCREC_Bact.Sp 5732.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/ccb77acf-506d-4ebe-a35c-12bbd9e0825f___UF.GRC_BS_Lab Leaf 0653.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/cce9e2aa-2027-474d-9c58-e733ef5bbe17___GCREC_Bact.Sp 6061.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/cd14eb9f-28be-44fb-8687-a7469f5a88b8___GCREC_Bact.Sp 5740.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/ccafbe60-2783-45b3-a73b-16f93a301cf5___GCREC_Bact.Sp 3395.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/cd4a85cb-1944-44e9-82f7-78f1365a46e0___GCREC_Bact.Sp 5817.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/cd7c0856-eefc-41c3-a838-74db334304b3___GCREC_Bact.Sp 3435.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/cc4ae662-c07c-4aae-8868-f4711ae5d158___GCREC_Bact.Sp 3852.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/cb496f19-8673-40dd-abe1-bff32695b2ab___UF.GRC_BS_Lab Leaf 0468.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/caf5fa98-1dd1-44a8-8ce1-35fff6e06818___GCREC_Bact.Sp 5783.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/ccc8b532-0e86-4dc0-b3f5-db1f443e8cee___GCREC_Bact.Sp 6224.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/cda5f764-3abe-4d1f-8fa3-b317f08bf012___GCREC_Bact.Sp 3618.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/cbbb4f7c-382f-420e-a1c8-e919af9497a7___GCREC_Bact.Sp 3192.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/cc2e453a-3331-4385-baab-e0935661bba4___GCREC_Bact.Sp 3590.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/cc816dda-efb9-451b-aaa5-0b893c2cdb15___GCREC_Bact.Sp 3354.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/cdd6b4c8-6be0-4cc8-81a7-4e0c5ba16fed___GCREC_Bact.Sp 5982.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/cdd68f49-20b8-4523-99cf-6479f85b8410___GCREC_Bact.Sp 5853.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/cd36ac93-df2b-41f4-b29e-dd0be47114b7___GCREC_Bact.Sp 3674.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/ccfdfe87-72ec-4b17-bd86-9f0bb242dfd5___GCREC_Bact.Sp 3367.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/cc10d1bc-301a-4f99-85cb-94c73acfbeea___GCREC_Bact.Sp 3397.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/cfadf3d6-8988-4cd5-967d-589977eccd48___GCREC_Bact.Sp 6274.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/d065c274-53bd-4caf-ab79-ad2a454b1442___UF.GRC_BS_Lab Leaf 9245.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/d0513b6e-e8a2-44b5-ace7-bcec9c694d4c___UF.GRC_BS_Lab Leaf 8753.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/cef66036-f0d8-4ab8-898f-8269c2051331___UF.GRC_BS_Lab Leaf 9071.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/d00c45d9-7b1d-478e-93bb-5d5e13ecf14a___GCREC_Bact.Sp 5812.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/d00cf182-48a5-49c6-a092-a3e0044c0d05___GCREC_Bact.Sp 3001.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/cff6ca5a-84c8-4059-b63d-55127d94b23d___GCREC_Bact.Sp 6100.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/d0afa6c0-1ed2-4c53-bf88-a15ed11ed800___GCREC_Bact.Sp 3742.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/d070f6af-fdda-4995-a4d4-8e994faa7c03___GCREC_Bact.Sp 6012.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/cfd1650b-7007-4916-a41f-9587d4bc4bfa___GCREC_Bact.Sp 5568.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/ce71eb1e-cf9d-465b-adc2-15eb07c9e687___GCREC_Bact.Sp 3394.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/cf155207-09bc-454e-a31b-0d469c9bb3d7___GCREC_Bact.Sp 2989.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/d03d8c3f-4929-4072-9a69-d4062c90a391___GCREC_Bact.Sp 6243.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/d0246f26-0f37-4dd0-b6fa-40f03fedaa39___UF.GRC_BS_Lab Leaf 0424.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/cfe7ebae-8e0f-4b12-8aae-d76fd249b2c4___GCREC_Bact.Sp 6342.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/d09eb669-4a51-4122-a87c-94dc03324c87___UF.GRC_BS_Lab Leaf 0931.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/ceecc090-5ec1-4a73-b628-7d8bcfc55f45___GCREC_Bact.Sp 6354.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/d0259987-90c8-4af9-a2f4-524ed0c514a2___GCREC_Bact.Sp 6365.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/cdf1e55c-7211-4a3e-9b1a-060689ff541c___GCREC_Bact.Sp 5586.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/ce5152ad-92fb-4187-80f6-eef2524bf131___GCREC_Bact.Sp 3432.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/ce0e079f-e989-45be-a487-fee23b77789b___GCREC_Bact.Sp 3527.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/cf40371a-2b37-4dcc-9d86-62c2143b2e70___GCREC_Bact.Sp 3155.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/cef26170-8416-48ef-bc58-78effabb6dcd___GCREC_Bact.Sp 6393.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/d071b160-8fd5-4f26-b464-f61cbc472d75___GCREC_Bact.Sp 3635.JPG,256,256,RGB,Tomato__bacterial_spot
Tomato__bacterial_spot/d066d888-1ffb-4ede-a6f9-2d5894a7f90f___GCREC_Bact.Sp 3102.JPG,256,256,RGB,Tomato__bacterial_spot
